antecedents,consequents,antecedent support,consequent support,support,confidence,lift
36f60d45225e60c7da4558b070ce4b60,e53e557d5a159f5aa2c5e995dfdf244b,0.004988209686196263,0.006983493560674769,0.0015418102666424813,0.3090909090909091,44.26021251475797
e53e557d5a159f5aa2c5e995dfdf244b,36f60d45225e60c7da4558b070ce4b60,0.006983493560674769,0.004988209686196263,0.0015418102666424813,0.22077922077922077,44.26021251475797
35afc973633aaeb6b877ff57b2793310,99a4788cb24856965c36a24e339b6058,0.006938146199891166,0.020678396517322693,0.0013150734627244694,0.1895424836601307,9.166208003669302
